Дата_продажи,Артикул,Наименование_товара,Категория,Количество,Единица_измерения,Цена_за_ед_KZT,Сумма_KZT,ID_Клиента,Склад_отгрузки,Остаток_на_конец_дня
2026-03-12,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,40,шт,1200.0,48000.0,CLNT-1067,Склад Астана (Главный РЦ),449
2026-03-12,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,18,шт,850.0,15300.0,CLNT-1035,Склад Астана (Главный РЦ),281
2026-03-12,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,23,шт,850.0,19550.0,CLNT-1059,Склад Алматы (Южный РЦ),707
2026-03-12,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,23,шт,720.0,16560.0,CLNT-1019,Склад Алматы (Южный РЦ),968
2026-03-12,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,32,шт,720.0,23040.0,CLNT-1012,Склад Астана (Главный РЦ),1501
2026-03-12,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,214,м,160.0,34240.0,CLNT-1060,Склад Алматы (Южный РЦ),2666
2026-03-12,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,134,м,160.0,21440.0,CLNT-1055,Склад Астана (Главный РЦ),7052
2026-03-12,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,101,м,160.0,16160.0,CLNT-1078,Склад Астана (Главный РЦ),6951
2026-03-12,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,7,м,160.0,1120.0,CLNT-1014,Склад Астана (Главный РЦ),6944
2026-03-12,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,41,м,2850.0,116850.0,CLNT-1115,Склад Астана (Главный РЦ),421
2026-03-12,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,62,м,2850.0,176700.0,CLNT-1116,Склад Астана (Главный РЦ),359
2026-03-12,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,65,м,2850.0,185250.0,CLNT-1025,Склад Алматы (Южный РЦ),883
2026-03-12,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,195,м,75.0,14625.0,CLNT-1096,Склад Астана (Главный РЦ),9226
2026-03-12,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,3,шт,14200.0,42600.0,CLNT-1040,Склад Алматы (Южный РЦ),166
2026-03-12,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,1,шт,14200.0,14200.0,CLNT-1066,Склад Алматы (Южный РЦ),165
2026-03-12,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,2,шт,24500.0,49000.0,CLNT-1103,Склад Алматы (Южный РЦ),78
2026-03-12,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,3,шт,24500.0,73500.0,CLNT-1013,Склад Алматы (Южный РЦ),75
2026-03-12,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,3,шт,24500.0,73500.0,CLNT-1020,Склад Астана (Главный РЦ),89
2026-03-12,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,4,шт,24500.0,98000.0,CLNT-1098,Склад Астана (Главный РЦ),85
2026-03-12,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,90,шт,480.0,43200.0,CLNT-1114,Склад Астана (Главный РЦ),2042
2026-03-12,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,46,шт,480.0,22080.0,CLNT-1094,Склад Астана (Главный РЦ),1996
2026-03-12,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,128,шт,110.0,14080.0,CLNT-1048,Склад Алматы (Южный РЦ),2711
2026-03-12,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,124,шт,110.0,13640.0,CLNT-1096,Склад Алматы (Южный РЦ),2587
2026-03-12,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,155,шт,110.0,17050.0,CLNT-1058,Склад Астана (Главный РЦ),3900
2026-03-13,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,40,м,420.0,16800.0,CLNT-1037,Склад Алматы (Южный РЦ),6412
2026-03-13,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,79,м,420.0,33180.0,CLNT-1026,Склад Алматы (Южный РЦ),6333
2026-03-13,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,93,м,420.0,39060.0,CLNT-1056,Склад Астана (Главный РЦ),3774
2026-03-13,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,83,м,420.0,34860.0,CLNT-1000,Склад Астана (Главный РЦ),3691
2026-03-13,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,145,м,680.0,98600.0,CLNT-1107,Склад Астана (Главный РЦ),2763
2026-03-13,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,143,м,680.0,97240.0,CLNT-1084,Склад Астана (Главный РЦ),2620
2026-03-13,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,2,м,680.0,1360.0,CLNT-1117,Склад Алматы (Южный РЦ),6564
2026-03-13,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,156,м,680.0,106080.0,CLNT-1047,Склад Алматы (Южный РЦ),6408
2026-03-13,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,23,м,950.0,21850.0,CLNT-1067,Склад Алматы (Южный РЦ),977
2026-03-13,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,32,м,180.0,5760.0,CLNT-1064,Склад Астана (Главный РЦ),1452
2026-03-13,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,26,м,540.0,14040.0,CLNT-1018,Склад Астана (Главный РЦ),3336
2026-03-13,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,84,м,540.0,45360.0,CLNT-1105,Склад Алматы (Южный РЦ),2136
2026-03-13,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,33,шт,1150.0,37950.0,CLNT-1072,Склад Алматы (Южный РЦ),1597
2026-03-13,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,2,шт,1150.0,2300.0,CLNT-1079,Склад Астана (Главный РЦ),789
2026-03-13,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,48,шт,1150.0,55200.0,CLNT-1107,Склад Астана (Главный РЦ),741
2026-03-13,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,8,шт,1150.0,9200.0,CLNT-1118,Склад Алматы (Южный РЦ),1651
2026-03-13,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,12,шт,4600.0,55200.0,CLNT-1058,Склад Астана (Главный РЦ),583
2026-03-13,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,12,шт,4600.0,55200.0,CLNT-1028,Склад Алматы (Южный РЦ),524
2026-03-13,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,20,шт,4200.0,84000.0,CLNT-1079,Склад Астана (Главный РЦ),675
2026-03-13,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,26,шт,4200.0,109200.0,CLNT-1074,Склад Астана (Главный РЦ),649
2026-03-13,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,3,шт,4200.0,12600.0,CLNT-1019,Склад Астана (Главный РЦ),646
2026-03-13,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,13,шт,4200.0,54600.0,CLNT-1029,Склад Алматы (Южный РЦ),735
2026-03-13,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,15,шт,3850.0,57750.0,CLNT-1073,Склад Алматы (Южный РЦ),1005
2026-03-13,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,22,шт,3850.0,84700.0,CLNT-1090,Склад Астана (Главный РЦ),408
2026-03-13,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,20,шт,3850.0,77000.0,CLNT-1097,Склад Алматы (Южный РЦ),985
2026-03-13,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,14,шт,3850.0,53900.0,CLNT-1040,Склад Алматы (Южный РЦ),971
2026-03-13,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,2,шт,18500.0,37000.0,CLNT-1091,Склад Алматы (Южный РЦ),54
2026-03-13,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,1,шт,18500.0,18500.0,CLNT-1081,Склад Астана (Главный РЦ),131
2026-03-13,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,4,шт,18500.0,74000.0,CLNT-1085,Склад Астана (Главный РЦ),127
2026-03-13,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,20,шт,5400.0,108000.0,CLNT-1057,Склад Алматы (Южный РЦ),267
2026-03-13,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,24,шт,5400.0,129600.0,CLNT-1009,Склад Алматы (Южный РЦ),243
2026-03-13,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,13,шт,5400.0,70200.0,CLNT-1063,Склад Астана (Главный РЦ),1290
2026-03-13,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,7,шт,4800.0,33600.0,CLNT-1112,Склад Алматы (Южный РЦ),535
2026-03-13,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,20,шт,420.0,8400.0,CLNT-1095,Склад Алматы (Южный РЦ),2297
2026-03-13,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,10,шт,6200.0,62000.0,CLNT-1008,Склад Астана (Главный РЦ),450
2026-03-13,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,3,шт,6200.0,18600.0,CLNT-1008,Склад Астана (Главный РЦ),447
2026-03-13,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,16,шт,3100.0,49600.0,CLNT-1007,Склад Астана (Главный РЦ),532
