Дата_продажи,Артикул,Наименование_товара,Категория,Количество,Единица_измерения,Цена_за_ед_KZT,Сумма_KZT,ID_Клиента,Склад_отгрузки,Остаток_на_конец_дня,Тип_Транзакции,Примечание_Закупщика
2026-04-15,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,3,шт,18500.0,55500.0,CLNT-1073,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,50,шт,5400.0,270000.0,CLNT-1041,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,27,шт,5400.0,145800.0,CLNT-1137,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,39,шт,4800.0,187200.0,CLNT-1127,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,26,шт,4800.0,124800.0,CLNT-1147,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,107,шт,420.0,44940.0,CLNT-1010,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,111,шт,420.0,46620.0,CLNT-1066,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,14,шт,6200.0,86800.0,CLNT-1148,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,15,шт,6200.0,93000.0,CLNT-1080,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,29,шт,3100.0,89900.0,CLNT-1044,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,14,шт,3100.0,43400.0,CLNT-1073,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,83,шт,1450.0,120350.0,CLNT-1075,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,69,шт,1450.0,100050.0,CLNT-1140,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,66,шт,1200.0,79200.0,CLNT-1051,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,55,шт,1200.0,66000.0,CLNT-1078,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,37,шт,850.0,31450.0,CLNT-1145,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,32,шт,850.0,27200.0,CLNT-1148,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,53,шт,720.0,38160.0,CLNT-1123,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,35,шт,720.0,25200.0,CLNT-1066,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,187,м,160.0,29920.0,CLNT-1034,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,145,м,160.0,23200.0,CLNT-1027,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,103,м,2850.0,293550.0,CLNT-1131,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,62,м,2850.0,176700.0,CLNT-1110,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,257,м,75.0,19275.0,CLNT-1063,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,204,м,75.0,15300.0,CLNT-1071,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,12,шт,14200.0,170400.0,CLNT-1028,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,8,шт,14200.0,113600.0,CLNT-1116,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,10,шт,24500.0,245000.0,CLNT-1137,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-04-15,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,10,шт,24500.0,245000.0,CLNT-1015,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
